ID,Name,item_level,bind,gear_slot,gear_type,unique,primary_stats,secondary_stats,required_level,sell_price,dropped_by,mainstat,distribution,stats,Type,dropped_in,Dungeon,Week,Boss,spec_ids,spec_names,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,Dk,Dh,Druid,Evoker,Hunter,Mage,Monk,Paladin,Priest,Rogue,Shaman,Warlock,Warrior
,Head items for (Paladin),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Paladin, m0)",m0 week,2 available in m0,m0,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,13%,,16%,,,,,,,,,,,,,,,,,,,,,,,28%,,,,,
,Head items for (Warrior),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Warrior, m0)",m0 week,2 available in m0,m0,,"71, 72, 73","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,16%,,,,,,,,,,,,,,28%
,Head items for (Dh),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Dh, m0)",m0 week,4 available in m0,m0,,"577, 581","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,,,,,,,,,,,
,Head items for (Druid),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Druid, m0)",m0 week,4 available in m0,m0,,"102, 103, 104, 105","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,32%,,,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37%,,,,,,,,,,
,Head items for (Evoker),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Evoker, m0)",m0 week,4 available in m0,m0,,"1467, 1468, 1473","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,
,Head items for (Hunter),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Hunter, m0)",m0 week,4 available in m0,m0,,"253, 254, 255","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,,,,,,,,
,Head items for (Monk),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Monk, m0)",m0 week,4 available in m0,m0,,"268, 270, 269","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,37%,,37%,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,,,,
,Head items for (Rogue),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Rogue, m0)",m0 week,4 available in m0,m0,,"259, 260, 261","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,38%,,38%,,,,,,,,,,,,,,,,,,,39%,,,
,Head items for (Shaman),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Shaman, m0)",m0 week,4 available in m0,m0,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,,,,,,,,,,,,,,,,,,36%,,
,Head items for (Mage),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Mage, m0)",m0 week,6 available in m0,m0,,"62, 63, 64","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,,,
,Head items for (Priest),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Priest, m0)",m0 week,6 available in m0,m0,,"256, 257, 258","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,
,Head items for (Warlock),0,BoE,Head,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Head (Warlock, m0)",m0 week,6 available in m0,m0,,"265, 266, 267","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,
,Shoulders items for (Dh),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Dh, Hc)",1st/2nd week,3 available in Hc,Hc,,"577, 581","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,,,,,,,,,,,
,Shoulders items for (Druid),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Druid, Hc)",1st/2nd week,3 available in Hc,Hc,,"102, 103, 104, 105","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,20%,27%,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,,,,,,,,
,Shoulders items for (Evoker),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Evoker, Hc)",1st/2nd week,3 available in Hc,Hc,,"1467, 1468, 1473","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,16%,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,,
,Shoulders items for (Hunter),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Hunter, Hc)",1st/2nd week,3 available in Hc,Hc,,"253, 254, 255","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,,,,,,,
,Shoulders items for (Mage),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Mage, Hc)",1st/2nd week,3 available in Hc,Hc,,"62, 63, 64","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,,,,,,
,Shoulders items for (Monk),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Monk, Hc)",1st/2nd week,3 available in Hc,Hc,,"268, 270, 269","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,35%,24%,,,,,,,,,,,,,,,,,,,,,,,,,40%,,,,,,
,Shoulders items for (Priest),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Priest, Hc)",1st/2nd week,3 available in Hc,Hc,,"256, 257, 258","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,,,
,Shoulders items for (Rogue),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Rogue, Hc)",1st/2nd week,3 available in Hc,Hc,,"259, 260, 261","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,,,,,,,,,,,,,,,,,,,,27%,,,
,Shoulders items for (Shaman),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Shaman, Hc)",1st/2nd week,3 available in Hc,Hc,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,,,,,,,,,,,,,,,17%,,
,Shoulders items for (Warlock),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Warlock, Hc)",1st/2nd week,3 available in Hc,Hc,,"265, 266, 267","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,
,Shoulders items for (Dk),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Dk, Hc)",1st/2nd week,4 available in Hc,Hc,,"250, 251, 252","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,,,,,,,,
,Shoulders items for (Paladin),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Paladin, Hc)",1st/2nd week,4 available in Hc,Hc,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,
,Shoulders items for (Warrior),0,BoE,Shoulder,1st/2nd week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Shoulders (Warrior, Hc)",1st/2nd week,4 available in Hc,Hc,,"71, 72, 73","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%
221072,Moneymaking Businessmantle,437,Soulbound,Shoulder,Cloth,False,Intellect,"Critical Strike, Mastery",68,"37 gold, 84 silver, 32 copper",Goldie Baronbottom,Int,58% Critical Strike + 41% Mastery,C>M,Shoulders,Cinderbrew Meadery,Cinderbrew,Hc,Last,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,0%,33%,0%
221115,Photophobic Amice,437,Soulbound,Shoulder,Cloth,False,Intellect,"Mastery, Versatility",68,"39 gold, 32 silver, 19 copper",The Darkness,Int,60% Versatility + 39% Mastery,V>M,Shoulders,Darkflame Cleft,Darkflame Cleft,Hc,Last,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,50%,0%
221135,Fanatic's Blackened Shoulderwraps,437,Soulbound,Shoulder,Cloth,False,Intellect,"Critical Strike, Versatility",68,"39 gold, 31 silver, 40 copper",Speaker Shadowcrown,Int,64% Versatility + 35% Critical Strike,V>C,Shoulders,The Dawnbreaker,Dawnbreaker,both,1st,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,0%,33%,0%
178696,Ingra Maloch's Mantle,158,Soulbound,Shoulder,Cloth,False,Intellect,"Critical Strike, Versatility",60,"1 gold, 85 silver, 76 copper",Ingra Maloch,Int,60% Critical Strike + 40% Versatility,C>V,Shoulders,Mists of Tirna Scithe,Mists of Tirna,m0,1st,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,33%,0%,0%,25%,0%,0%,33%,0%
178740,Reanimator's Mantle,158,Soulbound,Shoulder,Cloth,False,Intellect,"Haste, Mastery",60,"1 gold, 75 silver, 12 copper","Amarth, The Harvester",Int,60% Haste + 40% Mastery,H>M,Shoulders,The Necrotic Wake,Necrotic Wake,m0,2nd,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,50%,0%,0%,100%,0%,0%,50%,0%
221201,Fireproof Cinderbee Perch,437,Soulbound,Shoulder,Leather,False,"Agility, Intellect","Haste, Versatility",68,"41 gold, 22 silver, 47 copper",Benk Buzzbee,"Agi,Int",64% Haste + 35% Versatility,H>V,Shoulders,Cinderbrew Meadery,Cinderbrew,Hc,3rd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,50%,,33%,50%,,50%,,,,,,,,,,,,50%,,,,,,,,,,,,,,,,,,,0%,100%,100%,0%,0%,0%,100%,0%,0%,50%,0%,0%,0%
221175,Shadowchill Amice,437,Soulbound,Shoulder,Leather,False,"Agility, Intellect","Critical Strike, Versatility",68,"39 gold, 30 silver, 60 copper",Nx,"Agi,Int",64% Versatility + 35% Critical Strike,V>C,Shoulders,City of Threads,City of Threads,both,2nd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,50%,,25%,50%,,33%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,,,,,0%,100%,100%,0%,0%,0%,100%,0%,0%,50%,0%,0%,0%
221094,Whispering Umbral Mantle,437,Soulbound,Shoulder,Leather,False,"Agility, Intellect","Critical Strike, Versatility",68,"38 gold, 12 silver, 86 copper",Void Speaker Eirich,"Agi,Int",64% Critical Strike + 35% Versatility,C>V,Shoulders,The Stonevault,Stonevault,both,Last,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,,33%,,,,,,,,,,,0%,33%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
178779,Undying Chill Shoulderpads,158,Soulbound,Shoulder,Leather,False,"Agility, Intellect","Mastery, Versatility",60,"1 gold, 79 silver, 18 copper",Nalthor the Rimebinder,"Agi,Int",60% Mastery + 40% Versatility,M>V,Shoulders,The Necrotic Wake,Necrotic Wake,m0,Last,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
